"SITE_ID","VISIT_NO","MCYST_TL_UGL","BASINAREA_KM2","PCT_OPENH20_BSN","PCT_ICESNOW_BSN","PCT_WATER_BSN","PCT_DEVOPEN_BSN","PCT_DEVLOW_BSN","PCT_DEVMED_BSN","PCT_DEVHIGH_BSN","PCT_DEVELOPED_BSN","PCT_BARREN_BSN","PCT_DECID_BSN","PCT_CONIF_BSN","PCT_MIXED_BSN","PCT_FOREST_BSN","PCT_SHRUBLAND_BSN","PCT_GRASS_BSN","PCT_PASTURE_BSN","PCT_CROPS_BSN","PCT_AGRIC_BSN","PCT_WDYWET_BSN","PCT_EMHERBWET_BSN","PCT_WETLAND_BSN","SECMEAN","DATE_COL","LAT_DD","LON_DD","LAKEAREA","LAKENAME","AREA_HA","DEPTHMAX","ELEV_PT","HUC_2","HUC_8","COND","ANC","TURB","TOC","DOC","NO3_NO2","NTL","PTL","CL","SO4","NO3","CA","MG","NA.","K","COLOR","SIO2","NH4ION","CHLA","DEPTH_SURF","TEMP_SURF","DO_SURF","COND_SURF","PH_SURF","DEPTH_BOT","TEMP_BOT","DO_BOT","COND_BOT","PH_BOT"
"NLA06608-0072",1,4.3,6.950936038,1.3,0,1.3,1.2,0,0.1,0,1.3,0.2,3.9,12.3,0.1,16.3,25.7,39.9,7.3,5.6,12.9,2.4,0,2.4,0.68,"7/26/2007",32.23766222,-98.40515204,0.091270764,"NRCS Site #6",9.127076417,5.7,429.56,12,12070201,224.1,1905.77,14.5,10.09,9.18,0.005,1724,174,290.550006,138.36972,0.5,1289.416,419.833376,261.3336409,233.642241,35,7.22,2.302842211,10.128,0,27.6,8.4,222,9.7,5.2,20.4,0.09,320,6.8
"NLA06608-0073",1,0.05,1.898455318,77.7,0,77.7,3.4,1.4,0,0,4.8,0,0,0,0,0,15.9,0,0,0,0,1.4,0.3,1.7,13.45,"6/12/2007",39.52477029,-118.878391,1.522446927,"Soda Lake",152.2446927,28,1216.87,16,16050203,26620,68472.19,0.519,23.56,22.25,0.015,1055,4679,182374.2138,112086.6977,0.5,577.343,8044.47488,245022.0371,7069.37224,5,6.711,1.361234369,0.494,0,19.1,7.2,25383.7,9.5,27.5,5.1,0.1,16275.7,9.5
"NLA06608-0076",1,0.05,543.0103544,6.1,0,6.1,4.9,1.5,0.1,0,6.5,0.1,9.8,0,0,9.8,0.3,0.8,41.1,33.3,74.4,1.7,0.2,1.9,1.26,"7/27/2007",39.41441295,-94.49793062,30.08068118,"Smithville",3008.068118,9.2,264.36,10,10240012,254.1,1996.56,3.88,4.99,5.1,0.005,436,24,281.044584,294.62382,0.5,1522.948,524.750576,267.0318278,128.3433788,11,0.717,0.63886768,10.88,0,27.1,6.9,248.9,8.4,8.5,23.2,0,274.5,7.3
"NLA06608-0077",1,0.05,4.730565159,18.3,0,18.3,4.8,2.1,1.1,0.1,8.1,20,43.3,0,0.3,43.6,2.4,0,0.2,0.1,0.3,7.1,0,7.1,NA,"9/8/2007",40.92704692,-74.53388264,0.653283422,"Mount Hope Lake",65.32834218,2.4,238.18,2,2030103,308.4,1710.99,17.4,8.32,7.25,0.005,1461,116,985.263786,120.81846,0.5,1266.462,500.064176,868.6472717,84.658546,15,7.787,0.912343783,67.968,0,25.2,NA,295.8,8.8,1.9,24.3,NA,290.2,8.7
"NLA06608-0078",1,15,0.257765278,69.4,0,69.4,0.4,0,0,0,0.4,0,0,0,0,0,0,5.4,4.3,0,4.3,0,24.1,24.1,0.75,"8/8/2007",48.17781123,-100.2942095,0.150711676,"Unknown",15.07116765,1.1,456.67,9,9020202,2086,24839.33,18.8,53.11,49.89,0,4541,111,375.42186,1006.16814,0,467.8125,5681.16352,17881.86747,435.569498,64,36.007,2.517242389,16.16,0,20.42,7.35,2101,9.09,1,20.31,7.39,2100,9.07
"NLA06608-0078",1,15,0.257765278,69.4,0,69.4,0.4,0,0,0,0.4,0,0,0,0,0,0,5.4,4.3,0,4.3,0,24.1,24.1,0.75,"8/8/2007",48.17781123,-100.2942095,0.150711676,"Unknown",15.07116765,1.1,456.67,9,9020202,2086,24839.33,20.2,52.91,49.81,0.005,4747,136,376.775748,1011.56052,0.5,466.8145,5660.59152,17820.97082,433.011838,62,36.337,2.314004423,10.016,0,20.42,7.35,2101,9.09,1,20.31,7.39,2100,9.07
"NLA06608-0079",1,0.05,52.55819801,3.3,0,3.3,0,0,0,0,0,5.1,2.5,41.6,0.2,44.3,0,40.2,0,0,0,5.4,1.7,7.1,6.85,"7/12/2007",39.98585506,-107.2317809,1.309081557,"Trappers Lake",130.9081557,47.8,2934,14,14050005,84.35,837.32,0.278,1.74,1.8,0.005,97,4,5.246316,28.107,1.784825,531.435,255.339664,53.32806986,17.3409348,4,13.145,1.62610288,2.352,0,16.5,7.1,84,8,47.3,4.1,5.5,92,7.3
"NLA06608-0080",1,0.05,4.657475601,17,0,17,3.5,0,0,0,3.5,0,0.2,0,0.3,0.5,0,0,0,70.9,70.9,7.8,0.2,8,0.51,"9/9/2007",34.1200351,-91.56105203,0.797977042,"Hannaberry Lake",79.79770424,3,51.5,8,8020402,410.6,2076.24,9.4,6.16,5.41,0.005,956,100,1359.67023,312.48738,0.5,1558.876,603.99392,1494.57788,140.5945702,10,6.754,0.748519289,58.464,0,27.1,9.2,NA,8.5,2.5,28.3,2.5,NA,7.3
"NLA06608-0081",1,0.05,1.272035634,7.9,0,7.9,7.4,1.5,0,0,8.9,0,0.9,58.8,18.2,77.9,1.8,0.8,0,0,0,3.2,0.1,3.3,5.74,"7/3/2007",48.22612028,-122.1241675,0.100070393,"Armstrong Lake",10.0070393,8.5,42.78,17,17110008,61.72,507.87,0.73,9.89,9.05,0.005,741,22,59.345424,28.96062,1.642039,196.9054,294.920192,113.9202406,25.7556362,38,10.209,4.876217735,6.664,0,22.6,7.6,59.9,7.8,8,5.4,0.8,190,6.4
"NLA06608-0083",1,1.2,17.25267257,15.7,0,15.7,2.3,0,0,0,2.3,0,0.1,0,0,0.1,0.3,45.6,13.1,20.6,33.7,0,2.3,2.3,NA,"6/13/2007",45.95096444,-99.13645049,0.483331063,"Camp Lake",48.33310631,2,590.81,10,10130106,4281,15445.28,1.37,41.6,38.85,0.005,3925,50,3899.592324,37637.68812,0.5,1234.027,29664.824,22240.32799,3237.99756,30,1.727,3.404437111,3.744,0,22.01,6.46,4308,8.72,1.4,22,6.2,4310,8.72
"NLA06608-0085",1,0.14,100.5353618,0.1,0,0.1,0.9,0.2,0,0,1.1,0,0,0.4,0,0.4,48.1,49.4,0.5,0.1,0.6,0,0,0,0.1,"7/10/2007",43.46045448,-116.1414317,0.334234477,"Blacks Creek Reservoir",33.42344767,1.6,973.07,17,17050114,213.8,1840.24,137,11.86,10.64,0.71,1581,417,109.382868,170.03694,58.256688,1054.886,378.5248,483.2584471,140.6968766,23,16.638,5.713549009,4.04,0,23.1,6.4,208,8,1.1,22.5,6.2,208,8.1
"NLA06608-0086",1,0.44,153.7658083,0.8,0,0.8,10.9,11.1,3.4,0.3,25.7,0.3,2.4,26.1,7,35.5,7.7,3,20.2,1.7,21.9,4.4,0.9,5.3,2.07,"8/2/2007",45.61657075,-122.4260347,1.013087296,"Lacamas Lake",101.3087296,14.2,55.6,17,17080001,110,908.22,4.01,3.08,2.56,0.2,288,20,94.320864,50.71752,12.350989,481.036,307.75712,188.2141585,34.3749504,8,12.897,0.597436248,18.24,0,22.7,10.4,112.4,9.5,13.7,9.1,0.3,81.2,6.9
"NLA06608-0089",1,0.05,2824.797602,1.3,0,1.3,7.9,1.5,0.4,0.1,9.9,0.1,59.7,10.9,3.2,73.8,2.4,2.1,9.6,0.4,10,0.3,0,0.3,1.35,"6/17/2007",35.7733743,-81.54174586,8.792648891,"Rhodhiss",879.2648891,15,301.83,3,3050101,62.86,333.28,3.14,2.12,1.9,0.005,333,35,172.90278,72.20376,0.5,148.0034,114.133456,250.0677599,33.633229,10,11.543,0.915471651,11.36,0,25.7,NA,60.8,8.7,14.5,14.6,NA,51.2,6.6
"NLA06608-0090",1,0.05,1.401571063,4.6,0,4.6,0,0,0,0,0,0.4,1.4,29.9,0,31.3,60.8,2.8,0,0,0,0,0.4,0.4,4.15,"6/26/2007",42.93075473,-109.6534609,0.085285109,"Black Lake",8.528510903,7.8,2812,14,14040102,34.4,271.55,1.45,5.48,5.46,0.005,253,11,9.44901,23.60988,0.5,181.636,69.368784,70.4661282,17.4176646,21,1.841,1.559349226,4.357,0,17.3,7.4,NA,6.8,7.2,5.7,3.6,NA,6
"NLA06608-0091",1,1.8,21.32231577,14.9,0,14.9,4.8,21.4,2.5,0.2,28.9,0,8,0.2,0,8.2,0.5,8.2,5.8,32.4,38.2,0.5,0.8,1.3,0.31,"7/10/2007",41.36944118,-87.43213825,3.055679078,"Cedar Lake",305.5679078,3.7,211.77,7,7120001,325.9,1585.65,35.5,17.21,7.27,0.005,2021,170,1096.480044,469.6992,0.5,755.486,1063.16096,923.8892364,101.155453,15,2.105,1.068308665,118.8,0,27.4,7.3,NA,9.6,3.2,27.3,6.2,NA,9.5
"NLA06608-0099",1,4.5,230.9719441,7.9,0,7.9,4.9,3.9,0.5,0,9.3,0.1,22.2,1.2,0.5,23.9,2.2,1.1,17.4,29.6,47,5.7,2.8,8.5,1.95,"7/3/2007",43.09951588,-88.45255303,3.147521338,"Lake Oconomowoc",314.7521338,18.8,262.37,7,7090001,557.8,4063.96,4.98,5.91,5.69,0.073,601,6,1340.885034,632.42832,12.422382,2042.906,2989.52304,835.154112,55.1431496,9,4.51,1.685197541,4.6,0,23.8,9.3,578,8.6,18.5,6.8,0.3,627,7.7
"NLA06608-0101",1,0.05,6.278542712,10,0,10,0.9,0,0,0,0.9,0,77.8,2.3,4.5,84.6,0.4,0,0,0.2,0.2,3.8,0.1,3.9,9.6,"8/21/2007",42.02167966,-73.48227989,0.614148982,"Riga Lake",61.41489821,10.1,532.8,1,1100005,15.73,1.37,0.401,0.79,1.18,0.005,63,1,14.554296,89.27616,0.5,45.7583,24.521824,22.57525959,2.8390026,9,0.205,0.428313149,0.695,0,20.23,8.52,22,5.98,10,20.17,8.1,21,5.24
"NLA06608-0102",1,0.05,9.556730331,5.1,0,5.1,0.4,0,0,0,0.4,0,50.2,14.1,22.7,87,3.2,0,0.1,0.3,0.4,2.1,1.9,4,4.37,"8/3/2007",44.50713663,-70.72328312,0.515524684,"HOWARD POND",51.55246837,36.3,330.37,1,1040002,20.01,70.95,0.515,3.73,3.67,0.005,137,1,21.57759,57.13008,0.5,72.6544,37.687904,35.84203064,6.4708798,16,3.415,0.783399932,1.2,0,27.2,8.53,17,6.79,32,4.82,10.4,10,5.97
"NLA06608-0104",1,0.05,1.755339318,23.1,0,23.1,8.5,0.9,0,0,9.4,0,10.4,0,0,10.4,0,45.6,0,0.2,0.2,3.5,7.7,11.2,0.23,"6/22/2007",37.65529355,-98.26265148,0.567937505,"Kingman County State Lake",56.79375053,1.9,479.33,11,11030015,308.9,2885.57,27.3,6.58,6.57,0.012,1076,102,309.165966,167.47608,4.854724,1737.518,441.804272,772.5175536,67.9826028,20,1.131,2.972781621,38.2,0,25.7,7.1,282.3,8.1,1.4,25.8,7.1,280.9,8
"NLA06608-0105",1,0.05,6161.318267,0.3,0,0.3,1.2,0.5,0.2,0,1.9,1.4,3.2,47.2,3.7,54.1,39.8,0.6,1.2,0.3,1.5,0.1,0,0.1,1.4,"7/5/2007",38.2350209,-112.2015025,9.065113613,"Piute Reservoir",906.5113613,6,1820,16,16030001,485.8,4482,5.4,3.26,3.17,0.022,339,45,304.20171,490.35264,12.707954,2326.338,1703.3616,1018.27905,94.8380328,12,22.525,2.838489657,5.976,0,21.8,7.99,460,8.5,6,8.95,0.37,468,7.8
"NLA06608-0107",1,0.05,0.60777181,21.6,0,21.6,4.3,1.5,0,0,5.8,0,3.5,0,0,3.5,0,0,22,29.9,51.9,17.4,0,17.4,NA,"6/25/2007",41.65016117,-85.08175821,0.124208037,"Cheeseboro Lake",12.42080368,4,300.77,4,4050001,208.6,1940.22,1.28,7.87,7.05,0.005,520,3,166.612842,78.9078,0.5,1585.822,478.50472,48.54333276,16.9061326,4,1.528,2.434339802,2.315,0,26.1,5.6,NA,7.8,3.5,24.1,4.3,NA,7.4
"NLA06608-0110",1,0.05,16.90688704,13,0,13,3,0,0,0,3,0,52.4,5.1,0,57.5,0.7,3.1,15.7,1.7,17.4,0.4,4.8,5.2,3.85,"7/31/2007",46.86973364,-95.72856324,1.390508291,"Pickerel",139.0508291,12.4,437.86,9,9020103,260.1,2677.37,1.17,5.68,5.81,0.005,491,12,93.64392,28.79406,0.5,1150.694,1384.90704,121.5323223,102.178517,4,1.556,0.724817532,1.771,0,26.5,9.25,185,8.62,12,10,0.17,245,7.26
"NLA06608-0111",1,0.13,206.2054153,5.8,0,5.8,5.6,3.4,0.9,0.2,10.1,0,44.8,0.4,0,45.2,0.7,4.8,17.2,15,32.2,1,0,1,1.68,"8/1/2007",41.13540548,-81.13692241,10.64647066,"West Branch Reservoir (AKA M.J.Kirwan Reservoir)",1064.647066,12.8,286.66,5,5030103,395.2,1435.48,3.45,3.88,3.79,0.025,343,6,1403.981856,792.63822,5.140296,1515.962,720.266864,1200.534036,64.9134108,8,1.092,0.75099503,3.256,0,25.3,8.87,362,8.4,12,11.96,0.12,339,7.17
"NLA06608-0112",1,0.58,65.28761127,4.4,0,4.4,6.5,0.5,0.1,0,7.1,0,12.8,0,0,12.8,0,0.2,10.9,64.6,75.5,0,0,0,0.51,"7/9/2007",39.01266111,-89.14408234,2.763794065,"Lake Vandalia",276.3794065,9,160.22,7,7140202,195.4,1416.76,11.2,8.82,6.87,0.005,1266,96,279.972756,192.43926,0.5,944.607,472.003968,277.1232733,154.73843,16,1.075,1.174464394,84.764,0,30.1,11.8,194,9.5,8.5,13.5,0,291,9.4
"NLA06608-0113",1,0.05,21.98941925,4.9,0,4.9,3.6,0.5,0.1,0,4.2,0,23.7,19.1,23.2,66,3.4,0.8,9.6,10.3,19.9,0.8,0,0.8,2.3,"7/16/2007",44.71864202,-72.23412171,0.833522645,"Lake Parker",83.35226447,13.1,396.91,1,1110000,129.7,1200.85,1.83,4.01,3.76,0.005,190,9,33.339492,110.42928,3.284078,1077.84,170.912176,45.54199767,23.786238,7,0.687,1.391254518,4.688,0.2,20.8,9,132.2,8.5,12.5,6.9,0.2,151.7,7.1
"NLA06608-0115",1,0.05,0.186886143,32.6,0,32.6,7.5,0,0,0,7.5,0,24.6,33.7,2.7,61,0,0,0,0,0,0,0,0,2.6,"7/18/2007",44.32355428,-89.19099056,0.067371558,"Marl Lake",6.737155775,17,271.25,4,4030202,324.2,3224.3,0.616,2.65,2.65,0.249,540,5,40.19355,195.99948,28.771379,1525.443,1773.3064,78.42619083,23.786238,2,11.854,2.255518552,1.352,0,24.2,9.7,313,8.5,16.5,8.1,0.5,404,7.6
"NLA06608-0116",1,0.05,28584.74559,0.3,0,0.3,0.8,0.3,0,0,1.1,0.9,4.9,36.5,1.1,42.5,30,18.6,3.3,0.5,3.8,1.8,0.8,2.6,1.43,"6/28/2007",35.66653924,-106.3013899,4.062048459,"Cochiti Lake",406.2048459,25.8,1625.22,13,13020201,353.7,2142.82,5.55,4.24,3.87,0.005,271,26,147.178908,1190.32104,0.5,1944.104,549.107824,783.3919561,75.195204,15,16.52,1.458428991,2.816,0,23.1,6.4,NA,6.9,25.8,16.2,0.4,NA,7.1
"NLA06608-0120",1,0.05,186248.8974,0.8,0,0.8,3.1,0.7,0.2,0.1,4.1,0.4,2.1,5.2,0.1,7.4,5.7,47.3,1.5,31.8,33.3,0.6,0.3,0.9,0.18,"6/18/2007",36.16292985,-96.36834536,102.5157227,"Keystone",10251.57227,20.6,220.49,11,11060006,569.6,2000.92,80.3,5.33,5,0.633,1174,315,2467.827558,867.75678,46.691022,1790.412,634.358192,2675.972967,141.8478236,35,11.648,2.642417181,2.54,0.1,24.82,5.22,545.4,6.95,20.6,23.93,0.18,1497,6.86
"NLA06608-0124",1,0.2,2.524872166,21.5,0,21.5,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0.6,4.1,4.7,0.2,"7/19/2007",42.14001905,-101.8094915,0.305325653,"North Twin Lake",30.53256534,1.1,1140.27,10,10210001,7382,84611.23,15.9,325.05,290.57,0.005,340,213,6066.433656,421.37598,0.5,369.4097,2637.3304,59765.71614,11606.66108,88,17.325,1.232432084,31.586,0,25.4,11.3,7800,9.5,0.6,25.4,11.1,7820,9.5
"NLA06608-0126",1,0.9,1.156124467,16.8,0,16.8,2.6,0,0,0,2.6,0,1.9,0,0,1.9,0,2.1,0,75.8,75.8,0,1.1,1.1,0.17,"6/21/2007",47.19305824,-99.32424356,0.115350092,"Unnamed Lake",11.53500919,2.5,569.53,10,10160002,1482,8389.61,46.8,37.89,31.03,0.005,5728,502,645.522516,7835.69028,0.5,1842.308,6884.21408,6789.976921,795.43226,45,27.162,2.64581871,228.24,0,22,14.9,1450,9,2.5,18.9,8.9,1460,8.8
"NLA06608-0127",1,0.05,22.69149827,1.2,0,1.2,1.2,0.8,0.1,0,2.1,0.1,0,0.4,0,0.4,80.2,15.9,0,0,0,0,0,0,2.2,"7/11/2007",34.15364617,-109.3063643,0.358599305,"Becker Lake",35.85993055,5.2,2106.3,15,15020001,508,5466.23,1.98,11.96,11,0.005,641,19,345.269646,99.91518,0.5,801.394,2768.9912,2211.853469,112.920689,17,12.522,1.604470221,5.92,0,20.8,8.7,500.1,9.2,4.3,20.7,8.2,499.8,9.2
"NLA06608-0128",1,0.05,43.83681882,0.2,0,0.2,0.1,0,0,0,0.1,0.3,0,0,0,0,1.2,95.8,0,1.9,1.9,0.1,0.3,0.4,0.85,"6/21/2007",48.75289143,-109.2416928,0.123779984,"Twin Reservoir",12.37799839,2.2,787.37,10,10050008,517.7,2798.21,21.9,16.08,15.87,0.011,1356,76,142.919802,2121.93276,0.5,783.43,856.61808,3145.747155,171.8491754,34,2.137,13.87706054,0.455,0,23,5.3,NA,8.7,1.5,15,0,NA,7.3
"NLA06608-0129",1,0.05,86.04145348,13.2,0,13.2,0,0,0,0,0,0,0,62.8,0,62.8,23.7,0.2,0,0,0,0.1,0.1,0.2,9.11,"7/21/2007",48.21240982,-114.5994561,11.38974069,"Ashley Lake",1138.974069,60.3,1203,17,17010208,248.8,2581.42,3.09,2.88,2.6,0,139,4,19.010844,65.04168,0,1586.321,844.27488,91.82345471,36.0374294,0,14.126,0.246502924,0.358,0,22.6,7.8,239.6,8.5,50,4.8,6.4,91.7,7.8
"NLA06608-0129",1,0.05,86.04145348,13.2,0,13.2,0,0,0,0,0,0,0,62.8,0,62.8,23.7,0.2,0,0,0,0.1,0.1,0.2,9.11,"7/21/2007",48.21240982,-114.5994561,11.38974069,"Ashley Lake",1138.974069,60.3,1203,17,17010208,244,2582.3,0.264,2.85,2.53,0.005,108,5,18.390312,65.02086,0.5,1574.345,830.28592,93.99833521,37.3162594,0,14.029,0.253639825,0.428,0,22.6,7.8,239.6,8.5,50,4.8,6.4,91.7,7.8
"NLA06608-0130",1,0.05,6.30044589,2,0,2,0.4,0,0,0,0.4,0,0,9.4,0,9.4,87.4,0,0,0,0,0.8,0,0.8,1.63,"8/13/2007",31.40138437,-111.0870104,0.204717688,"Pena Blanca Lake",20.47176878,9.7,1168.89,15,15050301,159.2,1233.87,1.97,10.5,10.24,1.243,2234,36,153.384228,131.95716,87.028067,880.735,266.448544,425.6241139,73.2513824,28,17.526,1.96060209,12.912,0,26.9,9,175,8.5,9.7,11.5,0.3,169.4,6.7
"NLA06608-0132",1,0.05,7.022659799,10.9,0,10.9,2.2,0,0,0,2.2,0.1,0,57.7,0,57.7,28,1,0,0,0,0,0,0,1.35,"8/28/2007",36.20871918,-109.0936327,0.88380695,"Wheatfields Lake",88.38069497,6,2222,14,14080204,352.2,3341.56,6.4,6.31,5.96,0.005,466,56,206.18586,219.1305,0.5,2048.894,987.456,809.055546,89.8761724,5,14.658,0.976457501,8.107,0,22.3,6.32,303.8,8.3,5.5,20.3,0.8,282.4,7.9
"NLA06608-0134",1,0.05,2.959068286,33.8,0,33.8,10.6,1,0,0,11.6,0,44,3.4,5.4,52.8,0.2,0,1.2,0,1.2,0.5,0,0.5,7.6,"7/24/2007",41.88000298,-73.04056323,0.999845728,"West Hill Pond",99.98457278,19.8,285.96,1,1080207,57.55,202.3,0.468,2.66,2.21,0.005,156,4,193.831632,99.74862,0.5,187.8735,97.840432,162.2895829,17.8780434,0,0.557,0.637808738,1.576,0,23,8.2,67,7.5,19.5,6,0.1,116,6.9
"NLA06608-0137",1,0.05,78.04667787,2.1,0.7,2.8,0.4,0,0,0,0.4,30.9,0,13.4,0,13.4,44.9,7.4,0,0,0,0,0.3,0.3,9.9,"9/17/2007",38.14855815,-119.3636363,1.160372371,"Upper Twin Lakes",116.0372371,34.2,2163.46,16,16050301,55.59,431.22,0.43,0.74,0.9,0.005,82,3,4.315518,69.83028,0.5,364.4197,48.714496,64.24596997,11.8419658,9,4.471,0.351003946,1.326,0,15.5,9,NA,8.2,33,7.3,0.1,NA,6.9
"NLA06608-0139",1,0.16,84.20859888,1.3,0,1.3,5,0.8,0.1,0,5.9,0,10.7,0.2,0,10.9,0.4,0.5,5.3,74,79.3,0.3,1.4,1.7,1.35,"7/11/2007",41.17205162,-85.93794192,0.946879691,"Palestine Lake",94.68796912,7.9,251.92,5,5120106,496.6,3840.27,2.59,8.35,8.21,0.005,763,33,712.793826,718.10262,0.5,2732.524,1903.32144,426.3200756,43.1221476,16,23.459,3.05142969,12.8,0,27.1,7.1,NA,8,7.4,8.2,0.1,NA,7.3
"NLA06608-0140",1,0.05,24.14758788,1.7,0,1.7,5.1,0.5,0,0,5.6,0,4.5,0,0,4.5,0.1,2.5,32.3,52.8,85.1,0.3,0.2,0.5,0.53,"6/20/2007",39.639176,-95.45270584,0.268643939,"Clear Creek Lake",26.86439392,1.7,321.71,10,10270103,276.7,2583.71,18.6,7.63,7.53,0.012,1158,173,156.768948,205.53504,0.5,1515.962,652.790704,469.3392119,145.9912328,20,4.649,2.225456776,52.56,0,26.3,8.49,247,8.72,1.5,25.4,6.26,249,8.7
"NLA06608-0141",1,0.1,24.37629557,2.2,0,2.2,1.5,0.8,0.3,0,2.6,0.6,12.7,0.1,0,12.8,0,0,16.7,58.5,75.2,5.5,1,6.5,0.52,"8/23/2007",39.41622694,-75.68870871,0.654747939,"Noxontown Pond",65.47479386,1.6,0,2,2040205,214.6,1406.78,9.66,4.54,3.4,0.134,975,73,479.558412,124.87836,7.353479,1302.889,388.481648,231.6682709,56.1917902,9,12.614,3.895028082,110.16,0,21.3,7.5,210,8,1.1,21.3,7.4,210,7.8
"NLA06608-0142",1,0.05,68.55855434,23.2,0,23.2,5.1,0.3,0,0,5.4,0,21.7,10.9,21.9,54.5,0.5,0.6,0.1,0,0.1,14.4,1.3,15.7,4.7,"8/13/2007",45.99791162,-89.54369029,1.308236981,"Plum Lake",130.8236981,16.8,497.98,7,7070001,101.8,901.61,0.622,3.55,3.84,0.005,293,7,45.186012,58.27518,0.5,625.247,279.285472,76.86027687,14.1694364,9,13.051,0.213455699,1.364,0,24.8,7.8,99.7,7.7,16,9.8,0.2,123.9,6.8
"NLA06608-0144",1,0.05,623.4689363,0.9,0,0.9,1.4,0,0,0,1.4,0,0.9,0.5,0,1.4,12.9,44.1,0.4,38.9,39.3,0,0,0,0.96,"8/2/2007",33.39525121,-99.39138265,7.061356995,"Miller Creek Reservoir",706.1356995,12,405.7,12,12060101,405.8,2717.4,4.78,6.37,6.29,0.005,898,69,670.766886,650.58336,0.5,1935.621,938.0832,757.7283662,227.8363528,22,8.866,1.042189973,22.248,0,28.5,6.5,395,8.4,11.5,23.3,0.3,398,7.2
"NLA06608-0148",1,0.05,6.82085922,8.8,0,8.8,4,0.3,0,0,4.3,0,71.3,1.3,0.6,73.2,0.5,1.1,5.5,6.7,12.2,0,0.1,0.1,2.8,"7/26/2007",39.34860511,-86.1080157,0.28966523,"Princes East",28.96652302,7.3,236.08,5,5120204,251.6,1902.48,1.5,3.44,3.57,0.005,342,16,328.148604,327.93582,0.5,1362.27,786.837856,303.0913465,39.004315,0,2.36,0.709316438,1.866,0,25.9,7.4,NA,8.1,6.5,12.1,0.2,NA,7.2
"NLA06608-0149",1,0.05,1.62254867,9.6,0,9.6,8,0,0,0,8,0,36.1,5.1,7.7,48.9,0,0,23.3,7.4,30.7,0,2.8,2.8,2.3,"7/18/2007",41.63340269,-76.84081042,0.139443979,"Lake Nephawin",13.9443979,10.4,451.56,2,2050106,118,532.15,1.12,3.57,3.49,0.005,220,12,330.207642,178.8438,0.5,617.263,133.635712,206.3961595,29.1829006,5,0.242,1.104849855,4.18,0,24,8,112,7.9,10,5.7,0,156,6.7
"NLA06608-0150",1,0.47,481.0805497,5.8,0,5.8,3.8,1.9,0.4,0.1,6.2,0.1,16,18.1,28.1,62.2,1,0.4,5.1,6.5,11.6,11,1.8,12.8,1.97,"8/2/2007",44.84955975,-69.2311707,18.87921908,"Sebasticook Lake",1887.921908,18,60.78,1,1030003,103.7,777.6,3.05,4.16,4.27,0.005,366,16,144.019836,88.15188,0.5,621.754,197.90264,142.1936871,18.9778372,12,1.8,0.71420895,8.224,0,27.1,10.08,109,9.37,16.5,10.6,0.06,103,7.3
"NLA06608-0152",1,0.1,97.16930823,6.6,0,6.6,2.8,0.2,0.1,0,3.1,0.1,26.1,0,0,26.1,0,55.3,2.6,6.2,8.8,0,0,0,1.2,"7/17/2007",34.59440722,-97.68636485,3.99558531,"Fuqua",399.558531,8.7,328.06,11,11130303,473.6,3296.96,4.44,5.51,5.35,0.005,521,21,1002.187386,660.34794,0.5,1552.389,2216.83872,769.907697,98.1629908,13,6.013,0.848594367,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLA06608-0153",1,0.05,36.50105968,1,0,1,2.9,0.2,0,0,3.1,0.1,53.9,9.1,4.3,67.3,2.1,1.1,23.9,0.5,24.4,1.1,0,1.1,1.68,"8/30/2007",37.21418362,-78.62538711,0.342781304,"Spring Creek",34.27813038,3.8,133.82,2,2080207,95.33,736.23,4.09,3.25,2.91,0.005,656,34,92.769534,65.10414,0.5,372.0544,227.197168,213.6167627,64.8111044,18,19.795,3.358294677,10.4,0,28.6,6.4,91,7.4,2.5,25.3,0.9,118,6.9
"NLA06608-0155",1,0.29,99.24636623,5.7,0,5.7,12.8,21,5.9,1,40.7,0.1,13.5,0,0,13.5,0,9.6,4.7,25.1,29.8,0.2,0.3,0.5,0.87,"7/31/2007",42.37328848,-88.12714851,1.548023875,"Long Lake",154.8023875,8.1,223.92,7,7120006,937.5,3833.35,10.3,12.27,11.98,0.005,1520,114,4430.73951,918.24528,0.5,2695.099,2340.27072,3562.454259,82.3054988,33,7.28,1.078768473,79.8,0,27.5,12,923,8.4,8,16.9,0.2,1124,9.8
"NLA06608-0158",1,0.11,13.93053927,8.9,0,8.9,1.1,0.3,0,0,1.4,0,60,15.2,0.4,75.6,0,0.4,0,0,0,10.4,3.3,13.7,5.58,"9/5/2007",45.88100581,-91.24994528,1.212290333,"Blueberry Lake",121.2290333,8.5,401.01,7,7050001,72.24,595.53,1.52,3.96,3.81,0.005,651,16,65.184066,23.02692,0.5,373.5015,209.093808,85.55979887,15.0646174,6,2.128,1.945421284,3.136,0,23.01,8.58,66.1,8.55,8.08,21.63,2.54,69.6,7.36
